   ncalls,  tottime,  percall,  cumtime,  percall, filename:lineno(function)
        1,    0.000,    0.000,    0.004,    0.004, __init__.py:71(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:71(search_function)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:718(init)
        3,    0.000,    0.000,    0.039,    0.013, __init__.py:72(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:72(GLFWError)
       55,    0.000,    0.000,    0.002,    0.000, __init__.py:73(CFUNCTYPE)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:735(PythonHandler)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:738(__init__)
        4,    0.000,    0.000,    0.000,    0.000, __init__.py:752(_addHandlerRef)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:76(IndexSizeErr)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:76(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:762(Handler)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:77(<dictcomp>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:77(_load_cudart)
        4,    0.000,    0.000,    0.000,    0.000, __init__.py:771(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:79(DomstringSizeErr)
        2,    0.000,    0.000,    0.000,    0.000, __init__.py:79(__setattr__)
        2,    0.000,    0.000,    0.001,    0.001, __init__.py:8(<module>)
        2,    0.000,    0.000,    0.000,    0.000, __init__.py:8(__init__)
        1,    0.000,    0.000,    0.016,    0.016, __init__.py:80(<module>)
        4,    0.000,    0.000,    0.000,    0.000, __init__.py:800(createLock)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:809(_handle_glfw_errors)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:82(HierarchyRequestErr)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:82(_GLFWwindow)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:83(<listcomp>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:85(WrongDocumentErr)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:86(CUDAModule)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:87(__init__)
        2,    0.000,    0.000,    0.000,    0.000, __init__.py:870(setFormatter)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:873(ABSLHandler)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:876(__init__)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:88(InvalidCharacterErr)
        2,    0.000,    0.000,    0.012,    0.006, __init__.py:9(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:90(_GLFWmonitor)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:906(subscribe)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:908(activate_python_handler)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:91(NoDataAllowedErr)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:919(PythonFormatter)
       68,    0.000,    0.000,    0.000,    0.000, __init__.py:920(_added_new)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:93(_check_driver)
        1,    0.000,    0.000,    0.370,    0.370, __init__.py:93(load)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:938(_ReqExtras)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:94(NoModificationAllowedErr)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:941(ABSLLogger)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:951(StreamHandler)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:958(Environment)
        2,    0.000,    0.000,    0.000,    0.000, __init__.py:960(__init__)
        1,    0.000,    0.000,    0.002,    0.002, __init__.py:97(<module>)
        1,    0.000,    0.000,    0.000,    0.000, __init__.py:97(NotFoundErr)
        1,    0.000,    0.000,    0.002,    0.002, __init__.py:98(_GLFWvidmode)
       43,    0.000,    0.000,    0.000,    0.000, __init__.py:99(CFunctionType)
        1,    0.000,    0.000,    0.003,    0.003, _add_newdocs.py:10(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _add_newdocs.py:6673(numeric_type_aliases)
       18,    0.000,    0.000,    0.000,    0.000, _add_newdocs.py:6674(type_aliases_gen)
       19,    0.000,    0.000,    0.000,    0.000, _add_newdocs.py:6709(add_newdoc_for_scalar_type)
       27,    0.000,    0.000,    0.000,    0.000, _add_newdocs.py:6714(<genexpr>)
       36,    0.000,    0.000,    0.000,    0.000, _add_newdocs.py:6715(<genexpr>)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:131(ArgumentSerializer)
        5,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:134(serialize)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:139(NumericParser)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:145(is_outside_bounds)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:150(parse)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:183(FloatParser)
        1,    0.000,    0.000,    0.003,    0.003, _argument_parser.py:19(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:224(IntegerParser)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:233(__init__)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:254(convert)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:275(BooleanParser)
        3,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:278(parse)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:303(EnumParser)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:33(_is_integer_type)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:354(EnumClassParser)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:39(_ArgumentParserCache)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:405(ListSerializer)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:415(EnumClassListSerializer)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:425(CsvListSerializer)
        8,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:44(__call__)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:448(EnumClassSerializer)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:456(BaseListParser)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:488(ListParser)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:519(WhitespaceSeparatedListParser)
        1,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:79(ArgumentParser)
        4,    0.000,    0.000,    0.000,    0.000, _argument_parser.py:97(parse)
        1,    0.000,    0.000,    0.000,    0.000, _arrayconstants.py:1(<module>)
    60047,    0.040,    0.000,    0.087,    0.000, _asarray.py:14(asarray)
        1,    0.000,    0.000,    0.000,    0.000, _asarray.py:5(<module>)
    75104,    0.046,    0.000,    0.099,    0.000, _asarray.py:86(asanyarray)
        2,    0.000,    0.000,    0.002,    0.001, _backend.py:1(<module>)
       26,    0.001,    0.000,    0.002,    0.000, _backend.py:225(get_defaults)
        1,    0.000,    0.000,    0.000,    0.000, _backend.py:243(set_global_backend)
        1,    0.000,    0.000,    0.000,    0.000, _backend.py:31(_backend_from_arg)
        1,    0.000,    0.000,    0.000,    0.000, _backend.py:318(Dispatchable)
        1,    0.000,    0.000,    0.000,    0.000, _backend.py:46(set_global_backend)
        1,    0.000,    0.000,    0.000,    0.000, _backend.py:5(_ScipyBackend)
       26,    0.000,    0.000,    0.003,    0.000, _backend.py:93(generate_multimethod)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:108(_AllCompletedWaiter)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:138(_AcquireFutures)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:309(Future)
        1,    0.000,    0.000,    0.001,    0.001, _base.py:4(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:44(Error)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:48(CancelledError)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:52(TimeoutError)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:536(Executor)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:56(_Waiter)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:71(_AsCompletedWaiter)
        1,    0.000,    0.000,    0.000,    0.000, _base.py:93(_FirstCompletedWaiter)
        1,    0.000,    0.000,    0.004,    0.004, _basic.py:1(<module>)
       26,    0.000,    0.000,    0.003,    0.000, _basic.py:16(_dispatch)
        1,    0.000,    0.000,    0.000,    0.000, _binary.py:14(<module>)
       27,    0.000,    0.000,    0.001,    0.000, _bootlocale.py:23(getpreferredencoding)
        1,    0.000,    0.000,    0.000,    0.000, _bytes.py:20(<module>)
       58,    0.000,    0.000,    0.000,    0.000, _bytes.py:55(as_8_bit)
        1,    0.000,    0.000,    0.001,    0.001, _ccallback.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _ccallback.py:26(LowLevelCallable)
        1,    0.000,    0.000,    0.000,    0.000, _ccallback.py:9(CData)
        1,    0.000,    0.000,    0.000,    0.000, _classes.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _classes.py:3(_Classes)
        1,    0.000,    0.000,    0.000,    0.000, _classes.py:4(__init__)
        1,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:148(__subclasshook__)
        1,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:15(<module>)
        3,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:252(__subclasshook__)
        2,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:271(__subclasshook__)
       23,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:302(__subclasshook__)
        3,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:349(__subclasshook__)
        4,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:367(__subclasshook__)
       54,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:392(__subclasshook__)
        1,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:406(__subclasshook__)
       60,    0.000,    0.000,    0.001,    0.000, _collections_abc.py:657(get)
       66,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:664(__contains__)
       19,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:672(keys)
       19,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:698(__init__)
      122,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:719(__iter__)
       14,    0.000,    0.000,    0.000,    0.000, _collections_abc.py:72(_check_methods)
        1,    0.000,    0.000,    0.000,    0.000, _compat.py:25(with_metaclass)
        1,    0.000,    0.000,    0.000,    0.000, _compat.py:33(metaclass)
        1,    0.000,    0.000,    0.000,    0.000, _compat.py:34(__new__)
        1,    0.000,    0.000,    0.000,    0.000, _compat.py:4(<module>)
       43,    0.000,    0.000,    0.000,    0.000, _compat_pickle.py:165(<genexpr>)
       85,    0.000,    0.000,    0.000,    0.000, _compat_pickle.py:167(<genexpr>)
        1,    0.000,    0.000,    0.000,    0.000, _compat_pickle.py:9(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _compression.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _compression.py:33(DecompressReader)
        1,    0.000,    0.000,    0.000,    0.000, _compression.py:9(BaseStream)
        1,    0.000,    0.000,    0.000,    0.000, _configflags.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _convert_np.py:3(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _datasource.py:101(__init__)
        1,    0.000,    0.000,    0.000,    0.000, _datasource.py:198(DataSource)
        1,    0.000,    0.000,    0.003,    0.003, _datasource.py:36(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _datasource.py:538(Repository)
        1,    0.000,    0.000,    0.000,    0.000, _datasource.py:76(_FileOpeners)
        1,    0.000,    0.000,    0.004,    0.004, _defines.py:19(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _defines.py:217(disclaim_key_flags)
        3,    0.000,    0.000,    0.000,    0.000, _defines.py:236(DEFINE_string)
        3,    0.000,    0.000,    0.000,    0.000, _defines.py:244(DEFINE_boolean)
        3,    0.000,    0.000,    0.000,    0.000, _defines.py:59(DEFINE)
        8,    0.000,    0.000,    0.000,    0.000, _defines.py:85(DEFINE_flag)
        2,    0.000,    0.000,    0.007,    0.003, _distributor_init.py:10(<module>)
       17,    0.000,    0.000,    0.000,    0.000, _dtype.py:24(_kind_name)
        1,    0.000,    0.000,    0.000,    0.000, _dtype.py:307(_name_includes_bit_suffix)
        1,    0.000,    0.000,    0.000,    0.000, _dtype.py:321(_name_get)
        1,    0.000,    0.000,    0.000,    0.000, _dtype.py:34(__str__)
        1,    0.000,    0.000,    0.000,    0.000, _dtype.py:5(<module>)
  391/369,    0.001,    0.000,    0.002,    0.000, _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1,    0.000,    0.000,    0.000,    0.000, _dtype_ctypes.py:24(<module>)
        6,    0.000,    0.000,    0.000,    0.000, _dtype_ctypes.py:32(_from_ctypes_array)
        2,    0.000,    0.000,    0.000,    0.000, _dtype_ctypes.py:36(_from_ctypes_structure)
      383,    0.000,    0.000,    0.000,    0.000, _dtype_ctypes.py:71(_from_ctypes_scalar)
        1,    0.000,    0.000,    0.000,    0.000, _embedding.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _encoded_words.py:6(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _encoded_words.py:73(_QByteMap)
        1,    0.000,    0.000,    0.000,    0.000, _endian.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _endian.py:23(_swapped_meta)
        1,    0.000,    0.000,    0.000,    0.000, _endian.py:46(BigEndianStructure)
        1,    0.000,    0.000,    0.001,    0.001, _environment.py:16(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _environment.py:30(TimeStep)
    30002,    0.033,    0.000,    0.033,    0.000, _environment.py:66(last)
        1,    0.000,    0.000,    0.000,    0.000, _environment.py:71(StepType)
        1,    0.000,    0.000,    0.000,    0.000, _environment.py:93(Environment)
        2,    0.000,    0.000,    0.002,    0.001, _errors.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _errors.py:4(EGLError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:101(_UFuncOutputCastingError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:103(UnparsedFlagAccessError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:105(SAXNotRecognizedException)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:107(ValidationError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:111(FlagNameConflictsWithMethodError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:115(SAXNotSupportedException)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:120(TooHardError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:125(AxisError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:125(SAXReaderNotAvailable)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:143(_ArrayMemoryError)
        6,    0.000,    0.000,    0.000,    0.000, _exceptions.py:17(_display_as_base)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:19(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:33(Error)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:34(UFuncTypeError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:37(CantOpenFlagFileError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:40(_UFuncBinaryResolutionError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:44(DuplicateFlagError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:46(SAXParseException)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:56(_UFuncNoLoopError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:7(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:74(_UFuncCastingError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:78(IllegalFlagValueError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:82(UnrecognizedFlagError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:83(_UFuncInputCastingError)
        1,    0.000,    0.000,    0.000,    0.000, _exceptions.py:9(SAXException)
        6,    0.000,    0.000,    0.000,    0.000, _flag.py:116(value)
        8,    0.000,    0.000,    0.000,    0.000, _flag.py:143(_get_parsed_value_as_string)
        8,    0.000,    0.000,    0.000,    0.000, _flag.py:169(_parse)
        1,    0.000,    0.000,    0.000,    0.000, _flag.py:19(<module>)
        8,    0.000,    0.000,    0.000,    0.000, _flag.py:210(_set_default)
        1,    0.000,    0.000,    0.000,    0.000, _flag.py:302(BooleanFlag)
        3,    0.000,    0.000,    0.000,    0.000, _flag.py:315(__init__)
        1,    0.000,    0.000,    0.000,    0.000, _flag.py:321(EnumFlag)
        1,    0.000,    0.000,    0.000,    0.000, _flag.py:340(EnumClassFlag)
        1,    0.000,    0.000,    0.000,    0.000, _flag.py:35(Flag)
        1,    0.000,    0.000,    0.000,    0.000, _flag.py:359(MultiFlag)
        1,    0.000,    0.000,    0.000,    0.000, _flag.py:435(MultiEnumClassFlag)
        8,    0.000,    0.000,    0.000,    0.000, _flag.py:81(__init__)
        8,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:1257(_check_method_name_conflicts)
        8,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:141(_flags)
        8,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:144(flags_by_module_dict)
        8,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:153(flags_by_module_id_dict)
        8,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:171(register_flag_by_module)
        8,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:184(register_flag_by_module_id)
        1,    0.000,    0.000,    0.003,    0.003, _flagvalues.py:19(<module>)
        8,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:406(__setitem__)
        1,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:41(FlagValues)
        2,    0.000,    0.000,    0.000,    0.000, _flagvalues.py:80(__init__)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:106(FI_TYPES)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:1211(FIMultipageBitmap)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:13(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:168(IO_FLAGS)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:277(METADATA_MODELS)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:290(METADATA_DATATYPE)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:334(Freeimage)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:409(__init__)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:618(FIBaseBitmap)
        1,    0.000,    0.000,    0.000,    0.000, _freeimage.py:800(FIBitmap)
        2,    0.000,    0.000,    0.005,    0.002, _functions.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _functions.py:108(CrossMapLRN2d)
        1,    0.000,    0.000,    0.000,    0.000, _functions.py:35(ReduceAddCoalesced)
        1,    0.000,    0.000,    0.000,    0.000, _functions.py:5(SyncBatchNorm)
        1,    0.000,    0.000,    0.000,    0.000, _functions.py:50(Gather)
        1,    0.000,    0.000,    0.000,    0.000, _functions.py:78(Scatter)
        1,    0.000,    0.000,    0.000,    0.000, _functions.py:9(Broadcast)
        1,    0.000,    0.000,    0.000,    0.000, _glgets.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _globals.py:17(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _globals.py:30(ModuleDeprecationWarning)
        1,    0.000,    0.000,    0.000,    0.000, _globals.py:44(VisibleDeprecationWarning)
        1,    0.000,    0.000,    0.000,    0.000, _globals.py:57(_NoValueType)
        1,    0.000,    0.000,    0.000,    0.000, _globals.py:65(__new__)
        9,    0.000,    0.000,    0.000,    0.000, _globals.py:75(__repr__)
        1,    0.000,    0.000,    0.002,    0.002, _helper.py:1(<module>)
        8,    0.000,    0.000,    0.000,    0.000, _helpers.py:108(get_calling_module_object_and_name)
        5,    0.000,    0.000,    0.000,    0.000, _helpers.py:135(str_or_unicode)
        1,    0.000,    0.000,    0.001,    0.001, _helpers.py:15(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _helpers.py:80(_ModuleObjectAndName)
       28,    0.000,    0.000,    0.000,    0.000, _helpers.py:90(get_module_object_and_name)
      616,    0.000,    0.000,    0.000,    0.000, _inspect.py:13(ismethod)
       90,    0.000,    0.000,    0.000,    0.000, _inspect.py:131(strseq)
       40,    0.000,    0.000,    0.000,    0.000, _inspect.py:140(formatargspec)
       15,    0.000,    0.000,    0.000,    0.000, _inspect.py:142(<lambda>)
       16,    0.000,    0.000,    0.000,    0.000, _inspect.py:143(<lambda>)
       59,    0.000,    0.000,    0.000,    0.000, _inspect.py:144(<lambda>)
      616,    0.000,    0.000,    0.000,    0.000, _inspect.py:26(isfunction)
      612,    0.000,    0.000,    0.000,    0.000, _inspect.py:41(iscode)
      612,    0.001,    0.000,    0.002,    0.000, _inspect.py:65(getargs)
        1,    0.000,    0.000,    0.000,    0.000, _inspect.py:7(<module>)
      616,    0.001,    0.000,    0.003,    0.000, _inspect.py:96(getargspec)
        1,    0.000,    0.000,    0.000,    0.000, _internal.py:204(dummy_ctype)
        1,    0.000,    0.000,    0.000,    0.000, _internal.py:216(_getintp_ctype)
        1,    0.000,    0.000,    0.000,    0.000, _internal.py:239(_missing_ctypes)
        1,    0.000,    0.000,    0.000,    0.000, _internal.py:243(c_void_p)
        1,    0.000,    0.000,    0.000,    0.000, _internal.py:248(_ctypes)
    15032,    0.071,    0.000,    0.071,    0.000, _internal.py:249(__init__)
    15032,    0.037,    0.000,    0.145,    0.000, _internal.py:266(data_as)
    15032,    0.025,    0.000,    0.170,    0.000, _internal.py:344(_as_parameter_)
        1,    0.000,    0.000,    0.000,    0.000, _internal.py:401(_getfield_is_safe)
        3,    0.000,    0.000,    0.000,    0.000, _internal.py:433(_view_is_safe)
        1,    0.000,    0.000,    0.000,    0.000, _internal.py:524(_Stream)
        1,    0.000,    0.000,    0.001,    0.001, _internal.py:6(<module>)
      140,    0.000,    0.000,    0.001,    0.000, _internal.py:781(_ufunc_doc_signature_formatter)
      201,    0.000,    0.000,    0.000,    0.000, _internal.py:792(<genexpr>)
        9,    0.000,    0.000,    0.000,    0.000, _internal.py:802(<genexpr>)
      373,    0.000,    0.000,    0.000,    0.000, _internal.py:827(npy_ctypes_check)
        1,    0.000,    0.000,    0.000,    0.000, _internal.py:845(recursive)
        1,    0.000,    0.000,    0.000,    0.000, _iotools.py:133(LineSplitter)
        1,    0.000,    0.000,    0.000,    0.000, _iotools.py:229(NameValidator)
        1,    0.000,    0.000,    0.000,    0.000, _iotools.py:3(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _iotools.py:421(ConverterError)
        1,    0.000,    0.000,    0.000,    0.000, _iotools.py:429(ConverterLockError)
        1,    0.000,    0.000,    0.000,    0.000, _iotools.py:437(ConversionWarning)
        1,    0.000,    0.000,    0.000,    0.000, _iotools.py:450(StringConverter)
        8,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:122(boolean_dispatch)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:168(FunctionModifiers)
       16,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:179(export)
        2,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:19(createResolutionCallback)
        3,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:264(ignore)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:385(_parameter_list)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:390(decorator)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:414(_get_fn_overloads)
        1,    0.000,    0.000,    0.015,    0.015, _jit_internal.py:5(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:603(FinalInstance)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:609(FinalCls)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:620(BroadcastingListCls)
        2,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:631(_qualified_name)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:66(get_closure)
        1,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:79(createResolutionCallbackFromClosure)
        6,    0.000,    0.000,    0.000,    0.000, _jit_internal.py:86(env)
        1,    0.000,    0.000,    0.000,    0.000, _lookupint.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _lookupint.py:6(LookupInt)
        1,    0.000,    0.000,    0.000,    0.000, _markupbase.py:23(ParserBase)
        1,    0.000,    0.000,    0.001,    0.001, _markupbase.py:6(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _metadata.py:20(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _methods.py:37(_amax)
        1,    0.000,    0.000,    0.000,    0.000, _methods.py:41(_amin)
       31,    0.000,    0.000,    0.000,    0.000, _methods.py:45(_sum)
        1,    0.000,    0.000,    0.001,    0.001, _methods.py:5(<module>)
       11,    0.000,    0.000,    0.000,    0.000, _methods.py:53(_any)
        1,    0.000,    0.000,    0.000,    0.000, _monitor.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _monitor.py:14(TMonitor)
        1,    0.000,    0.000,    0.000,    0.000, _monitor.py:8(TqdmSynchronisationWarning)
        1,    0.000,    0.000,    0.000,    0.000, _namedtensor_internals.py:1(<module>)
        1,    0.000,    0.000,    0.001,    0.001, _ni_docstrings.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _ni_support.py:31(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _null.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _onnx_graph.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _opaque.py:1(<module>)
        2,    0.000,    0.000,    0.000,    0.000, _opaque.py:12(address)
       15,    0.001,    0.000,    0.001,    0.000, _opaque.py:21(opaque_pointer_cls)
        1,    0.000,    0.000,    0.000,    0.000, _opaque.py:5(_Opaque)
        1,    0.000,    0.000,    0.000,    0.000, _opaque.py:7(_opaque_pointer)
       15,    0.000,    0.000,    0.000,    0.000, _opaque.py:9(from_param)
        1,    0.000,    0.000,    0.007,    0.007, _ops.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _ops.py:33(_OpNamespace)
        1,    0.000,    0.000,    0.000,    0.000, _ops.py:70(_Ops)
        1,    0.000,    0.000,    0.000,    0.000, _ops.py:73(__init__)
        1,    0.000,    0.000,    0.000,    0.000, _parseaddr.py:203(AddrlistClass)
        1,    0.000,    0.000,    0.000,    0.000, _parseaddr.py:504(AddressList)
        1,    0.000,    0.000,    0.001,    0.001, _parseaddr.py:7(<module>)
        1,    0.000,    0.000,    0.000,    0.000, _pep440.py:117(parse)
        1,    0.000,    0.000,    0.000,    0.000, _pep440.py:129(InvalidVersion)
        1,    0.000,    0.000,    0.000,    0.000, _pep440.py:135(_BaseVersion)
        1,    0.000,    0.000,    0.000,    0.000, _pep440.py:140(__lt__)
        1,    0.000,    0.000,    0.000,    0.000, _pep440.py:141(<lambda>)
        1,    0.000,    0.000,    0.000,    0.000, _pep440.py:158(_compare)
        1,    0.000,    0.000,    0.000,    0.000, _pep440.py:165(LegacyVersion)
