   ncalls,  tottime,  percall,  cumtime,  percall, filename:lineno(function)
        1,    0.000,    0.000,    0.004,    0.004, graph_pb2.py:5(<module>)
        3,    0.000,    0.000,    0.000,    0.000, graph_pb2.py:6(<lambda>)
        1,    0.000,    0.000,    0.000,    0.000, gray_scale_observation.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, gray_scale_observation.py:7(GrayScaleObservation)
        1,    0.000,    0.000,    0.000,    0.000, gui.py:25(tqdm_gui)
        1,    0.000,    0.000,    0.000,    0.000, gui.py:9(<module>)
        1,    0.000,    0.000,    0.001,    0.001, gumbel.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, gumbel.py:13(Gumbel)
        1,    0.000,    0.000,    0.000,    0.000, gzip.py:110(GzipFile)
        1,    0.000,    0.000,    0.000,    0.000, gzip.py:377(_GzipReader)
        1,    0.000,    0.000,    0.000,    0.000, gzip.py:4(<module>)
        1,    0.000,    0.000,    0.000,    0.000, gzip.py:69(_PaddedFile)
        1,    0.000,    0.000,    0.000,    0.000, half_cauchy.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, half_cauchy.py:11(HalfCauchy)
        1,    0.000,    0.000,    0.000,    0.000, half_normal.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, half_normal.py:10(HalfNormal)
        1,    0.000,    0.000,    0.000,    0.000, handler.py:10(<module>)
        1,    0.000,    0.000,    0.000,    0.000, handler.py:208(DTDHandler)
        1,    0.000,    0.000,    0.000,    0.000, handler.py:22(ErrorHandler)
        1,    0.000,    0.000,    0.000,    0.000, handler.py:223(EntityResolver)
        1,    0.000,    0.000,    0.000,    0.000, handler.py:47(ContentHandler)
       14,    0.000,    0.000,    0.001,    0.000, hashlib.py:116(__get_openssl_constructor)
        1,    0.000,    0.000,    0.002,    0.002, hashlib.py:54(<module>)
        8,    0.000,    0.000,    0.001,    0.000, hashlib.py:73(__get_builtin_constructor)
        1,    0.000,    0.000,    0.000,    0.000, header.py:179(Header)
        1,    0.000,    0.000,    0.000,    0.000, header.py:413(_ValueFormatter)
        1,    0.000,    0.000,    0.003,    0.003, header.py:5(<module>)
        1,    0.000,    0.000,    0.000,    0.000, header.py:541(_Accumulator)
        1,    0.000,    0.000,    0.000,    0.000, helper.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, helper.py:4(<module>)
        1,    0.000,    0.000,    0.000,    0.000, hermite.py:1641(Hermite)
        1,    0.000,    0.000,    0.000,    0.000, hermite.py:77(<module>)
        1,    0.000,    0.000,    0.000,    0.000, hermite_e.py:1635(HermiteE)
        1,    0.000,    0.000,    0.000,    0.000, hermite_e.py:77(<module>)
        1,    0.000,    0.000,    0.000,    0.000, histograms.py:3(<module>)
      257,    0.000,    0.000,    0.000,    0.000, hmac.py:10(<genexpr>)
      257,    0.000,    0.000,    0.000,    0.000, hmac.py:11(<genexpr>)
        1,    0.000,    0.000,    0.000,    0.000, hmac.py:19(HMAC)
        1,    0.000,    0.000,    0.002,    0.002, hmac.py:4(<module>)
        1,    0.000,    0.000,    0.000,    0.000, hmdb51.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, hmdb51.py:10(HMDB51)
        1,    0.000,    0.000,    0.000,    0.000, hooks.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, hooks.py:7(RemovableHandle)
        1,    0.000,    0.000,    0.000,    0.000, hopper.py:16(<module>)
        1,    0.000,    0.000,    0.000,    0.000, hopper.py:75(Physics)
        1,    0.000,    0.000,    0.000,    0.000, hopper.py:92(Hopper)
        1,    0.000,    0.000,    0.035,    0.035, hub.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, humanoid.py:136(Humanoid)
        1,    0.000,    0.000,    0.000,    0.000, humanoid.py:16(<module>)
        1,    0.000,    0.000,    0.000,    0.000, humanoid.py:97(Physics)
        1,    0.000,    0.000,    0.000,    0.000, humanoid_CMU.py:112(HumanoidCMU)
        1,    0.000,    0.000,    0.000,    0.000, humanoid_CMU.py:16(<module>)
        1,    0.000,    0.000,    0.000,    0.000, humanoid_CMU.py:73(Physics)
        1,    0.000,    0.000,    0.000,    0.000, image_list.py:2(<module>)
        1,    0.000,    0.000,    0.000,    0.000, image_list.py:7(ImageList)
        1,    0.000,    0.000,    0.000,    0.000, imagenet.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, imagenet.py:26(ImageNet)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:105(get_suffixes)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:107(<listcomp>)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:108(<listcomp>)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:109(<listcomp>)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:114(NullImporter)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:133(_HackedGetData)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:161(_LoadSourceCompatibility)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:180(_LoadCompiledCompatibility)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:255(find_module)
        1,    0.000,    0.000,    0.000,    0.000, imp.py:7(<module>)
        1,    0.000,    0.000,    0.001,    0.001, inception.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, inception.py:154(InceptionA)
        1,    0.000,    0.000,    0.000,    0.000, inception.py:186(InceptionB)
        1,    0.000,    0.000,    0.000,    0.000, inception.py:209(InceptionC)
        1,    0.000,    0.000,    0.000,    0.000, inception.py:248(InceptionD)
        1,    0.000,    0.000,    0.000,    0.000, inception.py:274(InceptionE)
        1,    0.000,    0.000,    0.000,    0.000, inception.py:316(InceptionAux)
        1,    0.000,    0.000,    0.000,    0.000, inception.py:344(BasicConv2d)
        1,    0.000,    0.000,    0.000,    0.000, inception.py:55(Inception3)
        1,    0.000,    0.000,    0.000,    0.000, independent.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, independent.py:7(Independent)
        1,    0.000,    0.000,    0.002,    0.002, index.py:181(_get_size_name_to_element_names)
        1,    0.000,    0.000,    0.000,    0.000, index.py:247(_get_size_name_to_element_sizes)
        1,    0.000,    0.000,    0.002,    0.002, index.py:269(make_axis_indexers)
      369,    0.000,    0.000,    0.000,    0.000, index.py:297(_is_name_pointer)
       10,    0.000,    0.000,    0.000,    0.000, index.py:304(_get_size_name)
781138/57,0776    0.698,    0.000,    0.907,    0.000, index.py:309(_validate_key_item)
        1,    0.000,    0.000,    0.000,    0.000, index.py:321(Axis)
        1,    0.000,    0.000,    0.000,    0.000, index.py:330(UnnamedAxis)
        1,    0.000,    0.000,    0.000,    0.000, index.py:339(RegularNamedAxis)
       15,    0.000,    0.000,    0.000,    0.000, index.py:342(__init__)
       15,    0.000,    0.000,    0.000,    0.000, index.py:349(<dictcomp>)
   120289,    0.190,    0.000,    0.432,    0.000, index.py:352(convert_key_item)
       62,    0.000,    0.000,    0.000,    0.000, index.py:369(<listcomp>)
        1,    0.000,    0.000,    0.000,    0.000, index.py:382(RaggedNamedAxis)
        3,    0.000,    0.000,    0.000,    0.000, index.py:385(__init__)
   450487,    1.037,    0.000,    2.485,    0.000, index.py:408(convert_key_item)
        1,    0.000,    0.000,    0.000,    0.000, index.py:442(FieldIndexer)
      354,    0.000,    0.000,    0.001,    0.000, index.py:454(__init__)
   510647,    1.649,    0.000,    5.338,    0.000, index.py:476(_convert_key)
  1081423,    0.538,    0.000,    3.456,    0.000, index.py:484(<genexpr>)
   510480,    0.946,    0.000,    6.281,    0.000, index.py:490(__getitem__)
      167,    0.001,    0.000,    0.003,    0.000, index.py:505(__setitem__)
        2,    0.001,    0.001,    0.018,    0.009, index.py:590(struct_indexer)
        2,    0.000,    0.000,    0.000,    0.000, index.py:655(make_struct_indexer)
        2,    0.000,    0.000,    0.000,    0.000, index.py:658(StructIndexer)
        1,    0.000,    0.000,    0.118,    0.118, index.py:82(<module>)
        1,    0.000,    0.000,    0.008,    0.008, index_tricks.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:108(nd_grid)
        2,    0.000,    0.000,    0.000,    0.000, index_tricks.py:143(__init__)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:208(MGridClass)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:250(__init__)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:255(OGridClass)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:294(__init__)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:300(AxisConcatenator)
        3,    0.000,    0.000,    0.000,    0.000, index_tricks.py:310(__init__)
        4,    0.000,    0.000,    0.000,    0.000, index_tricks.py:316(__getitem__)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:422(RClass)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:517(__init__)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:522(CClass)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:547(__init__)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:554(ndenumerate)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:603(ndindex)
        1,    0.000,    0.000,    0.000,    0.000, index_tricks.py:680(IndexExpression)
        2,    0.000,    0.000,    0.000,    0.000, index_tricks.py:724(__init__)
        1,    0.000,    0.000,    0.000,    0.000, init.py:1(<module>)
       51,    0.000,    0.000,    0.000,    0.000, init.py:12(_no_grad_uniform_)
        3,    0.000,    0.000,    0.023,    0.008, init.py:123(ones_)
        3,    0.000,    0.000,    0.000,    0.000, init.py:137(zeros_)
      102,    0.001,    0.000,    0.001,    0.000, init.py:202(_calculate_fan_in_and_fan_out)
        3,    0.000,    0.000,    0.023,    0.008, init.py:22(_no_grad_fill_)
        3,    0.000,    0.000,    0.000,    0.000, init.py:27(_no_grad_zero_)
       51,    0.000,    0.000,    0.001,    0.000, init.py:277(_calculate_correct_fan)
       51,    0.000,    0.000,    0.070,    0.001, init.py:287(kaiming_uniform_)
       84,    0.000,    0.000,    0.000,    0.000, init.py:32(calculate_gain)
       51,    0.002,    0.000,    0.426,    0.008, init.py:356(orthogonal_)
       11,    0.000,    0.000,    0.000,    0.000, init.py:429(_make_deprecate)
       51,    0.000,    0.000,    0.000,    0.000, init.py:74(uniform_)
        2,    0.000,    0.000,    0.000,    0.000, inspect.py:1495(currentframe)
      131,    0.000,    0.000,    0.000,    0.000, inspect.py:159(isfunction)
       27,    0.000,    0.000,    0.001,    0.000, inspect.py:2102(_signature_from_function)
       27,    0.000,    0.000,    0.002,    0.000, inspect.py:2183(_signature_from_callable)
        8,    0.000,    0.000,    0.000,    0.000, inspect.py:229(istraceback)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:2384(_void)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:2388(_empty)
        8,    0.000,    0.000,    0.000,    0.000, inspect.py:239(isframe)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:2392(_ParameterKind)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:2420(Parameter)
      185,    0.000,    0.000,    0.001,    0.000, inspect.py:2452(__init__)
      185,    0.000,    0.000,    0.000,    0.000, inspect.py:2502(name)
      505,    0.000,    0.000,    0.000,    0.000, inspect.py:2506(default)
      182,    0.000,    0.000,    0.000,    0.000, inspect.py:2514(kind)
        6,    0.000,    0.000,    0.000,    0.000, inspect.py:253(iscode)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:2572(BoundArguments)
        1,    0.000,    0.000,    0.007,    0.007, inspect.py:27(<module>)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:2702(Signature)
       27,    0.000,    0.000,    0.000,    0.000, inspect.py:2732(__init__)
      212,    0.000,    0.000,    0.000,    0.000, inspect.py:2781(<genexpr>)
       27,    0.000,    0.000,    0.002,    0.000, inspect.py:2811(from_callable)
       27,    0.000,    0.000,    0.000,    0.000, inspect.py:2817(parameters)
       27,    0.000,    0.000,    0.002,    0.000, inspect.py:3063(signature)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:317(getmembers)
       48,    0.000,    0.000,    0.000,    0.000, inspect.py:358(<lambda>)
       19,    0.000,    0.000,    0.000,    0.000, inspect.py:479(getmro)
       29,    0.000,    0.000,    0.000,    0.000, inspect.py:485(unwrap)
        2,    0.000,    0.000,    0.000,    0.000, inspect.py:502(_is_wrapper)
       27,    0.000,    0.000,    0.000,    0.000, inspect.py:505(_is_wrapper)
       47,    0.000,    0.000,    0.000,    0.000, inspect.py:64(ismodule)
        4,    0.000,    0.000,    0.000,    0.000, inspect.py:643(getfile)
        4,    0.000,    0.000,    0.000,    0.000, inspect.py:680(getsourcefile)
       12,    0.000,    0.000,    0.000,    0.000, inspect.py:687(<genexpr>)
       16,    0.000,    0.000,    0.000,    0.000, inspect.py:690(<genexpr>)
        2,    0.000,    0.000,    0.000,    0.000, inspect.py:714(getmodule)
       11,    0.000,    0.000,    0.000,    0.000, inspect.py:73(isclass)
        2,    0.000,    0.000,    0.001,    0.000, inspect.py:760(findsource)
       29,    0.000,    0.000,    0.000,    0.000, inspect.py:81(ismethod)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:878(EndOfBlock)
        1,    0.000,    0.000,    0.000,    0.000, inspect.py:880(BlockFinder)
        2,    0.000,    0.000,    0.000,    0.000, inspect.py:882(__init__)
      427,    0.000,    0.000,    0.000,    0.000, inspect.py:891(tokeneater)
        2,    0.000,    0.000,    0.011,    0.005, inspect.py:935(getblock)
        2,    0.000,    0.000,    0.011,    0.006, inspect.py:946(getsourcelines)
        1,    0.000,    0.000,    0.000,    0.000, instancenorm.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, instancenorm.py:133(InstanceNorm2d)
        1,    0.000,    0.000,    0.000,    0.000, instancenorm.py:207(InstanceNorm3d)
        1,    0.000,    0.000,    0.000,    0.000, instancenorm.py:5(_InstanceNorm)
        1,    0.000,    0.000,    0.000,    0.000, instancenorm.py:52(InstanceNorm1d)
        1,    0.000,    0.000,    0.001,    0.001, internal_rpc_utils.py:3(<module>)
        1,    0.000,    0.000,    0.001,    0.001, interpolation.py:31(<module>)
        1,    0.000,    0.000,    0.000,    0.000, io.py:16(<module>)
        7,    0.000,    0.000,    0.000,    0.000, io.py:23(GetResource)
        2,    0.000,    0.000,    0.000,    0.000, io.py:28(GetResourceFilename)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1049(_BaseV4)
       19,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1075(_make_netmask)
       20,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1099(_ip_int_from_string)
       80,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1125(_parse_octet)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1245(IPv4Address)
       30,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1251(__init__)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1362(IPv4Interface)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1445(IPv4Network)
       19,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1460(__init__)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1542(_IPv4Constants)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1576(_BaseV6)
       47,    0.000,    0.000,    0.000,    0.000, ipaddress.py:158(_split_optional_netmask)
       28,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1596(_make_netmask)
       28,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1614(_ip_int_from_string)
       31,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1718(_parse_hextet)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1860(IPv6Address)
       43,    0.000,    0.000,    0.000,    0.000, ipaddress.py:1866(__init__)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:19(AddressValueError)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:2040(IPv6Interface)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:2127(IPv6Network)
       28,    0.000,    0.000,    0.001,    0.000, ipaddress.py:2143(__init__)
        1,    0.000,    0.000,    0.001,    0.001, ipaddress.py:2233(_IPv6Constants)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:23(NetmaskValueError)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:385(_IPAddressBase)
       72,    0.000,    0.000,    0.000,    0.000, ipaddress.py:417(_check_int_address)
       25,    0.000,    0.000,    0.000,    0.000, ipaddress.py:433(_ip_int_from_prefix)
       25,    0.000,    0.000,    0.000,    0.000, ipaddress.py:476(_prefix_from_prefix_string)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:539(_BaseAddress)
       94,    0.000,    0.000,    0.000,    0.000, ipaddress.py:550(__int__)
        1,    0.000,    0.000,    0.000,    0.000, ipaddress.py:598(_BaseNetwork)
       47,    0.000,    0.000,    0.000,    0.000, ipaddress.py:607(__init__)
        1,    0.000,    0.000,    0.002,    0.002, ipaddress.py:9(<module>)
        1,    0.000,    0.000,    0.000,    0.000, iterators.py:5(<module>)
        1,    0.000,    0.000,    0.000,    0.000, json_utils.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, keypoint_rcnn.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, keypoint_rcnn.py:18(KeypointRCNN)
        1,    0.000,    0.000,    0.000,    0.000, keypoint_rcnn.py:218(KeypointRCNNHeads)
        1,    0.000,    0.000,    0.000,    0.000, keypoint_rcnn.py:233(KeypointRCNNPredictor)
        1,    0.000,    0.000,    0.004,    0.004, kinetics.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, kinetics.py:7(Kinetics400)
        1,    0.000,    0.000,    0.002,    0.002, kl.py:1(<module>)
       72,    0.000,    0.000,    0.000,    0.000, kl.py:37(register_kl)
       72,    0.000,    0.000,    0.000,    0.000, kl.py:68(decorator)
        1,    0.000,    0.000,    0.000,    0.000, kl.py:76(_Match)
        1,    0.000,    0.000,    0.000,    0.000, laguerre.py:1592(Laguerre)
        1,    0.000,    0.000,    0.000,    0.000, laguerre.py:77(<module>)
        1,    0.000,    0.000,    0.000,    0.000, laplace.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, laplace.py:8(Laplace)
        1,    0.000,    0.000,    0.001,    0.001, latebind.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, latebind.py:10(LateBind)
        1,    0.000,    0.000,    0.000,    0.000, latebind.py:49(Curry)
        1,    0.000,    0.000,    0.000,    0.000, layout_pb2.py:5(<module>)
        6,    0.000,    0.000,    0.000,    0.000, layout_pb2.py:6(<lambda>)
        1,    0.000,    0.000,    0.000,    0.000, lazy.py:15(<module>)
        7,    0.000,    0.000,    0.000,    0.000, lazy.py:26(lazy_load)
        7,    0.000,    0.000,    0.000,    0.000, lazy.py:42(wrapper)
        7,    0.000,    0.000,    0.000,    0.000, lazy.py:66(LazyModule)
        7,    0.000,    0.000,    0.000,    0.000, lazy.py:86(_memoize)
        1,    0.000,    0.000,    0.000,    0.000, lazy_tensor_creator.py:15(<module>)
        1,    0.000,    0.000,    0.000,    0.000, lazy_tensor_creator.py:27(LazyTensorCreator)
        1,    0.000,    0.000,    0.000,    0.000, lbfgs.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, lbfgs.py:183(LBFGS)
        1,    0.000,    0.000,    0.000,    0.000, legendre.py:1608(Legendre)
        1,    0.000,    0.000,    0.000,    0.000, legendre.py:81(<module>)
       19,    0.000,    0.000,    0.000,    0.000, lex.py:1089(TOKEN)
       19,    0.000,    0.000,    0.000,    0.000, lex.py:1090(set_regex)
        1,    0.000,    0.000,    0.000,    0.000, lex.py:115(Lexer)
        1,    0.000,    0.000,    0.000,    0.000, lex.py:34(<module>)
        1,    0.000,    0.000,    0.000,    0.000, lex.py:558(LexerReflect)
        1,    0.000,    0.000,    0.000,    0.000, lex.py:57(LexError)
        1,    0.000,    0.000,    0.000,    0.000, lex.py:64(LexToken)
        1,    0.000,    0.000,    0.000,    0.000, lex.py:75(PlyLogger)
        1,    0.000,    0.000,    0.000,    0.000, lex.py:93(NullLogger)
        1,    0.000,    0.000,    0.000,    0.000, library.py:123(_get_library_search_paths)
        1,    0.000,    0.000,    0.022,    0.022, library.py:17(_find_library_candidates)
        1,    0.000,    0.000,    0.071,    0.071, library.py:3(<module>)
        1,    0.000,    0.000,    0.000,    0.000, library.py:44(<genexpr>)
        1,    0.000,    0.000,    0.071,    0.071, library.py:49(_load_library)
        1,    0.000,    0.000,    0.047,    0.047, library.py:69(_glfw_get_version)
        1,    0.000,    0.000,    0.003,    0.003, linalg.py:10(<module>)
    60036,    0.039,    0.000,    0.056,    0.000, linalg.py:112(isComplexType)
    60036,    0.019,    0.000,    0.019,    0.000, linalg.py:2359(_norm_dispatcher)
    60036,    0.584,    0.000,    1.187,    0.000, linalg.py:2363(norm)
        1,    0.000,    0.000,    0.000,    0.000, linalg.py:43(LinAlgError)
        1,    0.000,    0.000,    0.000,    0.000, linalg.py:73(_determine_error_states)
        4,    0.000,    0.000,    0.019,    0.005, linear.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, linear.py:10(Identity)
        1,    0.000,    0.000,    0.000,    0.000, linear.py:11(Quantize)
        1,    0.000,    0.000,    0.000,    0.000, linear.py:33(Linear)
        1,    0.000,    0.000,    0.000,    0.000, linear.py:50(DeQuantize)
        2,    0.000,    0.000,    0.000,    0.000, linear.py:6(Linear)
       18,    0.000,    0.000,    0.069,    0.004, linear.py:68(__init__)
        1,    0.000,    0.000,    0.000,    0.000, linear.py:75(Linear)
       18,    0.000,    0.000,    0.068,    0.004, linear.py:79(reset_parameters)
   296504,    0.970,    0.000,   16.407,    0.000, linear.py:86(forward)
        1,    0.000,    0.000,    0.000,    0.000, linear.py:95(Bilinear)
        2,    0.000,    0.000,    0.001,    0.001, linear_relu.py:1(<module>)
        2,    0.000,    0.000,    0.000,    0.000, linear_relu.py:6(LinearReLU)
      124,    0.000,    0.000,    0.000,    0.000, linecache.py:147(lazycache)
      125,    0.000,    0.000,    0.003,    0.000, linecache.py:15(getline)
      127,    0.000,    0.000,    0.003,    0.000, linecache.py:37(getlines)
       51,    0.000,    0.000,    0.000,    0.000, linecache.py:53(checkcache)
        1,    0.000,    0.000,    0.003,    0.003, linecache.py:6(<module>)
       23,    0.000,    0.000,    0.003,    0.000, linecache.py:82(updatecache)
        2,    0.000,    0.000,    0.000,    0.000, lists.py:116(types)
        1,    0.000,    0.000,    0.000,    0.000, lists.py:125(dims)
     20/1,    0.000,    0.000,    0.000,    0.000, lists.py:132(asArray)
        1,    0.000,    0.000,    0.000,    0.000, lists.py:146(<listcomp>)
        1,    0.000,    0.000,    0.000,    0.000, lists.py:163(dimensions)
        5,    0.000,    0.000,    0.000,    0.000, lists.py:21(err_on_copy)
        1,    0.000,    0.000,    0.000,    0.000, lists.py:33(ListHandler)
        1,    0.000,    0.000,    0.000,    0.000, lists.py:47(from_param)
        1,    0.000,    0.000,    0.000,    0.000, lists.py:8(<module>)
        1,    0.000,    0.000,    0.001,    0.001, loader.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, loader.py:23(_FailedTest)
        1,    0.000,    0.000,    0.000,    0.000, loader.py:66(TestLoader)
        1,    0.000,    0.000,    0.000,    0.000, loader.py:76(__init__)
        9,    0.000,    0.000,    0.000,    0.000, locale.py:379(normalize)
        1,    0.000,    0.000,    0.000,    0.000, lock.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, log.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, log.py:14(Log)
        1,    0.000,    0.000,    0.000,    0.000, log.py:16(__init__)
        1,    0.000,    0.000,    0.000,    0.000, log_normal.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, log_normal.py:7(LogNormal)
        2,    0.000,    0.000,    0.236,    0.118, logger.py:1(<module>)
    36573,    0.025,    0.000,    0.025,    0.000, logger.py:112(_try_sw_log)
    36573,    0.269,    0.000,  116.824,    0.003, logger.py:132(log)
       21,    0.000,    0.000,    0.013,    0.001, logger.py:161(dump)
        1,    0.000,    0.000,    0.000,    0.000, logger.py:24(AverageMeter)
        1,    0.000,    0.000,    0.000,    0.000, logger.py:24(info)
      159,    0.000,    0.000,    0.000,    0.000, logger.py:25(__init__)
        1,    0.000,    0.000,    0.000,    0.000, logger.py:28(warn)
    36573,    0.081,    0.000,    0.081,    0.000, logger.py:29(update)
      152,    0.000,    0.000,    0.000,    0.000, logger.py:33(value)
        1,    0.000,    0.000,    0.000,    0.000, logger.py:37(MetersGroup)
        2,    0.000,    0.000,    0.034,    0.017, logger.py:38(__init__)
    36573,    0.080,    0.000,    0.161,    0.000, logger.py:45(log)
       21,    0.001,    0.000,    0.001,    0.000, logger.py:48(_prime_meters)
       21,    0.002,    0.000,    0.008,    0.000, logger.py:59(_dump_to_file)
      162,    0.000,    0.000,    0.000,    0.000, logger.py:63(_format)
       21,    0.001,    0.000,    0.003,    0.000, logger.py:75(_dump_to_console)
       42,    0.000,    0.000,    0.013,    0.000, logger.py:83(dump)
        1,    0.000,    0.000,    0.000,    0.000, logger.py:93(Logger)
        1,    0.000,    0.000,    0.034,    0.034, logger.py:94(__init__)
        1,    0.000,    0.000,    0.000,    0.000, logistic_normal.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, logistic_normal.py:8(LogisticNormal)
        1,    0.000,    0.000,    0.000,    0.000, logs.py:28(_LoggedFunction)
        1,    0.000,    0.000,    0.000,    0.000, logs.py:43(_FullLoggedFunction)
        1,    0.000,    0.000,    0.000,    0.000, logs.py:6(<module>)
        1,    0.000,    0.000,    0.000,    0.000, logs.py:62(_ErrorLoggedFunction)
       21,    0.000,    0.000,    0.000,    0.000, logs.py:75(logOnFail)
        1,    0.000,    0.000,    0.001,    0.001, loss.py:1(<module>)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:1012(MarginRankingLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:1058(MultiMarginLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:1120(TripletMarginLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:1194(CTCLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:17(_WeightedLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:207(NLLLoss2d)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:216(PoissonNLLLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:23(L1Loss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:287(KLDivLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:368(MSELoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:434(BCELoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:501(BCEWithLogitsLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:604(HingeEmbeddingLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:663(MultiLabelMarginLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:727(SmoothL1Loss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:785(SoftMarginLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:8(_Loss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:826(CrossEntropyLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:91(NLLLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:919(MultiLabelSoftMarginLoss)
        1,    0.000,    0.000,    0.000,    0.000, loss.py:966(CosineEmbeddingLoss)
        1,    0.000,    0.000,    0.000,    0.000, lowrank_multivariate_normal.py:1(<module>)
